order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,delivery_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_risk_flag,total_complaints,avg_resolution_days,avg_compensation
o00142,c0628,retail,2024-10-31 18:36:00,12,ctr,airport,high,83.93,api,0,dl00558,d024,v011,h05,2024-10-31 20:22:00,2024-11-01 11:32:26.519611,failed,14.64,1,0,1.0,18.56,1,0.0,0.0,0.0
o00143,c0545,passenger,2025-03-07 11:30:00,24,ctr,central,medium,69.38,app,0,dl00702,d104,v086,h06,2025-03-07 13:02:00,2025-03-08 13:13:35.260683,ontime,18.33,2,0,4.86,10.36,1,0.0,0.0,0.0
o00144,c0063,business,2025-11-03 20:08:00,4,riverside,central,high,288.86,app,0,dl00872,d120,v001,h03,2025-11-03 22:12:00,2025-11-04 05:41:26.643035,delayed,15.53,1,0,3.54,11.71,1,0.0,0.0,0.0
o00145,c0595,business,2024-11-02 10:33:00,12,north,riverside,medium,35.95,app,0,dl00908,d088,v042,h03,2024-11-02 11:50:00,2024-11-02 21:56:28.563587,ontime,10.05,1,0,5.0,14.53,1,1.0,6.0,11.23
o00146,c0168,passenger,2025-10-10 00:54:00,12,east,south,medium,14.05,web,0,dl00152,d121,v047,h01,2025-10-10 01:22:00,2025-10-10 13:11:11.345292,ontime,3.02,0,0,4.71,8.34,1,0.0,0.0,0.0
o00147,c0096,retail,2024-07-12 07:43:00,6,north,west,critical,32.27,app,0,dl00044,d049,v020,h01,2024-07-12 09:47:00,2024-07-12 12:20:42.900637,ontime,4.63,0,0,4.34,12.87,1,1.0,9.0,18.51
o00148,c0401,medical,2025-04-03 22:05:00,2,east,east,high,86.3,phone,0,dl00433,d133,v056,h01,2025-04-03 23:41:00,2025-04-03 23:45:53.664975,ontime,14.34,2,0,2.92,12.9,1,0.0,0.0,0.0
o00151,c0446,retail,2025-03-02 11:33:00,4,west,east,medium,179.57,web,0,dl00795,d068,v062,h05,2025-03-02 11:55:00,2025-03-02 16:00:58.681244,ontime,2.99,0,0,4.03,9.67,1,0.0,0.0,0.0
o00152,c0239,retail,2024-09-03 18:28:00,24,east,north,medium,139.65,web,0,dl00260,d001,v114,h04,2024-09-03 19:25:00,2024-09-04 16:41:43.922337,ontime,21.6,0,0,3.32,17.16,1,0.0,0.0,0.0
o00153,c0378,parcel,2025-02-09 08:07:00,24,north,airport,low,33.01,web,0,dl00775,d109,v040,h05,2025-02-09 09:08:00,2025-02-10 21:51:56.051970,delayed,3.69,0,1,2.36,14.94,1,0.0,0.0,0.0
o00154,c0535,business,2024-08-20 05:56:00,12,north,airport,low,105.88,web,1,dl00693,d137,v063,h03,2024-08-20 06:10:00,2024-08-20 23:47:35.347105,delayed,13.63,0,0,2.62,11.31,1,1.0,1.0,16.18
o00156,c0035,parcel,2024-04-24 07:55:00,6,west,north,medium,68.58,web,1,dl00412,d025,v114,h02,2024-04-24 08:07:00,2024-04-24 13:40:54.128195,ontime,8.68,0,0,4.63,8.76,1,0.0,0.0,0.0
o00157,c0513,business,2024-09-16 20:06:00,2,airport,north,low,60.52,api,0,dl00456,d037,v035,h02,2024-09-16 20:38:00,2024-09-16 22:39:02.594617,ontime,26.36,0,0,4.83,10.84,1,0.0,0.0,0.0
o00158,c0620,business,2024-07-11 16:42:00,24,central,west,high,67.81,phone,0,dl00645,d129,v090,h02,2024-07-11 17:47:00,2024-07-12 22:44:12.693757,failed,6.06,2,0,2.77,13.29,1,0.0,0.0,0.0
o00159,c0505,parcel,2024-09-14 22:31:00,12,north,south,low,105.17,api,0,dl00353,d018,v014,h03,2024-09-14 23:08:00,2024-09-15 09:25:14.900209,ontime,4.49,0,0,3.9,6.4,1,0.0,0.0,0.0
o00160,c0478,parcel,2024-08-20 17:29:00,6,central,east,high,68.1,web,0,dl00085,d127,v032,h06,2024-08-20 19:18:00,nan,ontime,9.49,5,0,3.85,16.32,1,0.0,0.0,0.0
o00161,c0025,parcel,2024-08-19 17:36:00,12,south,airport,high,123.09,phone,0,dl00508,d015,v025,h03,2024-08-19 19:52:00,2024-08-20 07:24:22.258983,ontime,12.14,0,0,4.66,14.06,1,1.0,3.0,19.47
o00162,c0476,business,2025-12-14 03:47:00,12,south,ctr,medium,139.13,app,0,dl00174,d020,v066,h07,2025-12-14 04:21:00,2025-12-14 14:45:39.043652,ontime,9.9,2,0,4.18,9.86,1,0.0,0.0,0.0
o00164,c0622,parcel,2024-03-23 13:43:00,24,south,ctr,low,211.8,app,0,dl00177,d123,v045,h01,2024-03-23 14:11:00,2024-03-24 11:34:32.627966,ontime,8.31,0,0,4.85,9.58,1,0.0,0.0,0.0
o00165,c0275,retail,2024-03-16 14:08:00,24,north,central,low,122.59,app,0,dl00689,d087,v048,h07,2024-03-16 15:57:00,2024-03-17 13:28:39.203588,ontime,16.14,1,0,4.14,18.83,1,0.0,0.0,0.0
o00166,c0517,passenger,2025-05-30 17:32:00,4,east,south,medium,76.66,app,0,dl00628,d115,v095,h03,2025-05-30 18:43:00,2025-05-31 00:40:46.569082,delayed,10.81,1,0,4.06,11.58,1,1.0,9.0,19.84
o00167,c0325,medical,2024-04-27 20:46:00,24,east,east,medium,24.78,api,0,dl00216,d146,v019,h07,2024-04-27 21:19:00,2024-04-28 19:51:43.999646,ontime,30.01,0,0,3.37,18.54,1,2.0,4.0,16.53
o00168,c0464,parcel,2025-06-11 03:29:00,6,central,riverside,high,115.35,web,0,dl00579,d103,v115,h03,2025-06-11 06:05:00,2025-06-11 21:51:41.279934,delayed,14.98,1,0,3.78,8.97,1,0.0,0.0,0.0
o00169,c0399,retail,2025-12-03 12:34:00,4,east,north,medium,84.09,app,1,dl00849,d160,v016,h08,2025-12-03 14:32:00,2025-12-03 15:00:07.363494,ontime,8.52,2,0,4.31,13.73,1,1.0,4.0,0.0
o00170,c0005,business,2024-06-24 06:36:00,4,airport,airport,high,58.3,app,1,dl00144,d016,v016,h06,2024-06-24 09:02:00,2024-06-24 11:42:51.153127,ontime,25.98,4,0,4.84,27.38,1,0.0,0.0,0.0
o00171,c0447,parcel,2025-05-01 02:08:00,1,airport,airport,critical,63.41,app,0,dl00743,d158,v083,h03,2025-05-01 03:28:00,2025-05-01 03:30:56.577270,ontime,33.77,0,0,5.0,13.64,1,1.0,7.0,9.0
o00172,c0343,passenger,2025-01-17 19:03:00,4,east,west,high,108.19,app,0,dl00458,d109,v119,h05,2025-01-17 19:21:00,2025-01-18 10:08:30.423180,delayed,6.39,0,0,3.34,10.15,1,0.0,0.0,0.0
o00173,c0371,passenger,2025-02-18 07:03:00,2,ctr,central,critical,249.32,app,1,dl00078,d144,v088,h02,2025-02-18 08:26:00,2025-02-19 03:34:49.179226,failed,10.92,1,0,2.87,9.05,1,0.0,0.0,0.0
o00175,c0562,business,2025-12-19 19:13:00,4,riverside,west,high,150.9,app,0,dl00107,d120,v074,h05,2025-12-19 20:22:00,2025-12-19 21:26:01.755844,ontime,6.47,1,0,4.69,8.8,1,1.0,1.0,19.48
o00176,c0479,retail,2025-04-15 09:07:00,4,central,ctr,medium,14.76,phone,0,dl00692,d093,v100,h07,2025-04-15 11:14:00,2025-04-15 11:40:03.053241,ontime,14.91,0,0,3.65,16.9,1,0.0,0.0,0.0
o00177,c0477,passenger,2025-12-25 04:27:00,6,north,west,low,109.36,web,0,dl00896,d042,v023,h06,2025-12-25 05:07:00,2025-12-25 09:26:55.150084,ontime,11.26,1,0,4.39,12.49,1,0.0,0.0,0.0
o00178,c0287,medical,2024-03-30 19:55:00,4,east,south,low,55.9,app,0,dl00853,d073,v086,h01,2024-03-30 21:03:00,2024-03-31 00:39:18.302077,ontime,12.77,3,0,4.19,15.35,1,1.0,3.0,18.49
o00179,c0343,parcel,2024-07-25 18:07:00,12,central,riverside,medium,52.96,web,1,dl00614,d087,v104,h03,2024-07-25 18:39:00,2024-07-26 05:26:49.966486,ontime,12.03,4,0,3.86,10.54,1,0.0,0.0,0.0
o00180,c0615,parcel,2024-12-29 05:23:00,24,central,north,low,54.32,phone,0,dl00473,d105,v071,h07,2024-12-29 08:17:00,2024-12-30 05:50:08.150454,ontime,14.15,7,0,4.01,6.22,1,0.0,0.0,0.0
o00181,c0252,retail,2024-12-15 23:43:00,2,airport,airport,critical,108.19,api,1,dl00491,d124,v113,h08,2024-12-16 02:36:00,2024-12-16 03:51:28.734813,ontime,33.46,3,0,4.46,16.73,1,0.0,0.0,0.0
o00182,c0258,passenger,2024-01-12 08:07:00,2,west,west,medium,109.03,web,0,dl00587,d166,v009,h01,2024-01-12 10:05:00,2024-01-12 12:52:41.364362,ontime,4.98,1,0,4.15,3.57,1,0.0,0.0,0.0
o00183,c0102,business,2024-09-02 11:32:00,4,south,riverside,critical,11.5,app,0,dl00466,d098,v007,h01,2024-09-02 14:06:00,2024-09-02 13:58:40.175324,ontime,3.81,0,0,5.0,10.68,1,0.0,0.0,0.0
o00185,c0482,retail,2025-05-15 01:52:00,24,east,central,low,62.26,web,0,dl00037,d010,v113,h05,2025-05-15 02:24:00,2025-05-16 02:10:07.723523,ontime,23.49,1,0,4.21,11.21,1,0.0,0.0,0.0
o00187,c0070,medical,2024-12-30 17:20:00,12,south,east,medium,49.72,app,0,dl00241,d155,v084,h07,2024-12-30 18:28:00,2024-12-31 04:43:09.844483,ontime,10.78,0,0,5.0,15.96,1,0.0,0.0,0.0
o00188,c0558,passenger,2025-09-09 03:02:00,4,riverside,ctr,medium,138.45,app,1,dl00835,d096,v005,h05,2025-09-09 04:34:00,2025-09-09 17:10:45.169556,delayed,13.48,1,0,2.68,14.25,1,0.0,0.0,0.0
o00189,c0388,parcel,2025-11-22 07:16:00,4,north,north,low,14.46,app,0,dl00875,d018,v052,h06,2025-11-22 08:49:00,2025-11-22 15:14:04.034420,ontime,11.7,0,0,4.44,11.84,1,0.0,0.0,0.0
o00190,c0622,parcel,2024-12-28 06:44:00,1,south,north,medium,31.72,phone,0,dl00735,d150,v082,h01,2024-12-28 08:40:00,2024-12-28 07:08:00.000000,ontime,13.27,0,0,3.68,10.58,1,2.0,12.0,9.095
o00191,c0641,parcel,2025-04-02 00:53:00,12,central,north,medium,151.09,phone,1,dl00730,d170,v025,h05,2025-04-02 03:32:00,2025-04-02 14:46:58.691974,ontime,8.68,1,0,4.06,5.48,1,0.0,0.0,0.0
o00192,c0404,retail,2025-08-18 14:07:00,24,ctr,north,high,83.79,app,1,dl00497,d083,v116,h08,2025-08-18 14:17:00,2025-08-20 03:34:36.170242,failed,12.14,1,0,3.23,11.88,1,0.0,0.0,0.0
o00193,c0114,business,2024-01-22 15:07:00,4,east,ctr,medium,202.67,app,1,dl00271,d036,v017,h06,2024-01-22 16:51:00,2024-01-23 01:31:56.632521,delayed,9.24,2,0,4.25,2.78,1,0.0,0.0,0.0
o00194,c0191,passenger,2024-03-16 08:11:00,1,central,riverside,low,92.07,web,1,dl00603,d069,v082,h05,2024-03-16 09:13:00,2024-03-16 08:57:07.960316,ontime,15.77,2,0,4.17,17.07,1,0.0,0.0,0.0
o00195,c0404,retail,2024-06-02 17:59:00,12,ctr,east,medium,18.03,app,1,dl00695,d017,v067,h06,2024-06-02 20:32:00,2024-06-03 10:47:53.271479,delayed,18.13,1,0,3.49,16.69,1,0.0,0.0,0.0
o00197,c0420,retail,2025-01-24 04:37:00,2,north,east,medium,175.96,phone,0,dl00945,d075,v074,h03,2025-01-24 05:04:00,2025-01-24 07:26:38.824570,ontime,8.74,1,0,4.39,12.97,1,0.0,0.0,0.0
o00198,c0487,parcel,2024-09-13 17:44:00,2,west,central,low,21.51,web,0,dl00435,d129,v087,h08,2024-09-13 18:46:00,2024-09-13 22:25:00.821660,ontime,10.63,0,0,5.0,4.82,1,0.0,0.0,0.0
o00199,c0595,retail,2024-10-02 14:00:00,12,north,north,high,62.65,nan,0,dl00900,d039,v053,h07,2024-10-02 14:11:00,2024-10-03 02:06:29.294093,ontime,12.4,0,0,5.0,8.44,1,0.0,0.0,0.0
o00200,c0060,passenger,2024-01-26 10:09:00,4,ctr,riverside,high,94.52,nan,0,dl00605,d093,v052,h02,2024-01-26 11:06:00,2024-01-26 15:50:01.016683,ontime,17.8,0,0,4.59,9.58,1,0.0,0.0,0.0
o00201,c0486,passenger,2025-05-13 16:30:00,4,north,south,medium,118.29,web,0,dl00279,d032,v111,h01,2025-05-13 17:15:00,2025-05-13 20:41:51.542934,ontime,11.65,2,0,4.15,8.01,1,0.0,0.0,0.0
o00202,c0449,passenger,2024-02-02 01:04:00,1,south,west,low,20.68,web,0,dl00011,d074,v117,h04,2024-02-02 03:09:00,2024-02-02 02:29:05.367622,ontime,13.85,0,0,4.36,15.17,1,1.0,3.0,28.0
o00203,c0336,business,2024-07-05 19:52:00,6,central,airport,high,84.76,web,0,dl00278,d135,v070,h07,2024-07-05 21:38:00,2024-07-06 14:21:54.442674,failed,3.93,2,0,3.49,3.82,1,0.0,0.0,0.0
o00204,c0355,passenger,2025-10-22 21:38:00,12,airport,west,high,61.59,app,0,dl00312,d142,v043,h03,2025-10-22 23:06:00,2025-10-23 17:41:31.231144,failed,31.38,0,0,4.79,14.35,1,0.0,0.0,0.0
o00205,c0246,parcel,2025-02-05 15:10:00,6,north,south,medium,63.36,app,1,dl00100,d120,v097,h05,2025-02-05 16:42:00,2025-02-06 07:09:53.748167,failed,8.64,0,0,3.14,13.47,1,0.0,0.0,0.0
o00206,c0255,parcel,2025-12-10 14:25:00,4,south,east,low,20.86,app,1,dl00836,d095,v057,h01,2025-12-10 16:47:00,nan,failed,6.64,1,0,2.74,9.53,1,1.0,7.0,28.5
o00207,c0023,business,2024-08-22 19:33:00,6,ctr,riverside,medium,80.33,app,0,dl00008,d082,v066,h03,2024-08-22 21:34:00,2024-08-22 23:22:21.531162,ontime,7.16,1,0,3.76,11.66,1,0.0,0.0,0.0
o00210,c0347,parcel,2024-05-14 18:39:00,4,east,west,high,106.23,phone,0,dl00124,d113,v040,h05,2024-05-14 20:07:00,2024-05-15 00:02:59.084441,ontime,14.23,2,0,4.78,19.49,1,0.0,0.0,0.0
o00211,c0488,business,2024-02-14 06:10:00,6,airport,east,medium,43.29,app,1,dl00935,d107,v012,h08,2024-02-14 07:33:00,2024-02-14 20:00:31.291688,failed,32.42,4,0,3.9,14.69,1,0.0,0.0,0.0
o00212,c0121,parcel,2025-01-04 23:29:00,4,east,ctr,high,128.36,api,0,dl00642,d153,v024,h07,2025-01-04 23:50:00,2025-01-05 03:23:43.873352,ontime,20.42,1,0,4.48,14.05,1,0.0,0.0,0.0
o00213,c0512,parcel,2024-12-05 18:29:00,12,west,riverside,low,161.85,phone,1,dl00159,d120,v020,h05,2024-12-05 20:07:00,2024-12-06 08:13:18.738888,ontime,11.73,0,0,5.0,21.25,1,0.0,0.0,0.0
o00215,c0341,business,2024-01-07 10:37:00,1,west,west,medium,84.03,phone,1,dl00805,d033,v057,h07,2024-01-07 12:44:00,2024-01-07 11:01:00.000000,ontime,16.4,2,0,4.73,9.99,1,0.0,0.0,0.0
o00217,c0331,retail,2024-01-22 07:29:00,24,airport,airport,medium,40.42,phone,1,dl00770,d091,v077,h08,2024-01-22 08:17:00,2024-01-23 05:25:22.078025,ontime,29.87,1,0,4.21,17.68,1,0.0,0.0,0.0
o00218,c0154,passenger,2025-09-15 01:40:00,2,north,west,critical,77.97,app,0,dl00543,d102,v098,h03,2025-09-15 02:24:00,2025-09-15 02:34:49.446322,ontime,12.01,0,0,5.0,5.87,1,0.0,0.0,0.0
o00219,c0421,passenger,2024-05-29 23:42:00,2,east,south,medium,62.84,app,0,dl00395,d012,v072,h06,2024-05-30 02:33:00,2024-05-30 04:15:54.426350,ontime,10.75,0,0,4.29,6.99,1,2.0,11.0,36.565
o00221,c0298,parcel,2024-10-06 02:32:00,12,south,airport,medium,16.07,phone,0,dl00716,d158,v074,h08,2024-10-06 05:06:00,2024-10-06 15:10:08.357355,ontime,3.43,1,0,3.66,8.24,1,0.0,0.0,0.0
o00222,c0266,parcel,2024-09-25 11:36:00,4,riverside,west,high,27.35,phone,0,dl00300,d039,v056,h05,2024-09-25 13:54:00,2024-09-25 13:33:56.991734,ontime,10.01,1,0,3.41,14.32,1,0.0,0.0,0.0
o00223,c0172,retail,2025-08-10 16:37:00,4,ctr,airport,high,178.85,web,0,dl00856,d087,v083,h03,2025-08-10 18:09:00,2025-08-10 20:02:42.287729,ontime,4.19,3,0,3.82,7.91,1,0.0,0.0,0.0
o00224,c0045,parcel,2024-05-22 22:02:00,24,north,central,high,46.15,app,1,dl00512,d040,v029,h07,2024-05-22 23:18:00,2024-05-24 08:58:29.649915,delayed,8.4,3,1,3.51,11.49,1,0.0,0.0,0.0
o00225,c0290,retail,2025-07-28 03:55:00,1,riverside,riverside,medium,25.8,nan,0,dl00135,d069,v075,h03,2025-07-28 04:31:00,2025-07-29 01:14:21.599308,failed,10.34,2,0,3.6,9.3,1,0.0,0.0,0.0
o00226,c0292,parcel,2024-07-23 13:40:00,24,east,north,medium,63.79,app,0,dl00760,d081,v030,h04,2024-07-23 14:20:00,2024-07-24 15:40:22.678171,ontime,12.22,0,0,4.2,14.58,1,0.0,0.0,0.0
o00229,c0335,passenger,2024-08-31 04:43:00,6,central,riverside,medium,33.48,app,0,dl00590,d112,v017,h07,2024-08-31 05:34:00,2024-08-31 21:45:46.740651,delayed,7.56,4,0,3.44,12.03,1,1.0,10.0,28.12
o00231,c0250,passenger,2024-12-15 23:23:00,6,east,south,low,69.44,nan,0,dl00349,d016,v042,h07,2024-12-16 02:23:00,2024-12-16 09:57:31.805029,delayed,15.82,0,0,2.75,11.11,1,1.0,5.0,24.73
o00232,c0533,retail,2025-06-05 20:15:00,6,riverside,central,medium,122.94,api,1,dl00786,d083,v088,h06,2025-06-05 22:06:00,2025-06-06 00:04:10.671933,ontime,15.42,0,0,5.0,14.69,1,0.0,0.0,0.0
o00233,c0252,parcel,2024-12-24 17:45:00,1,riverside,south,high,100.64,phone,1,dl00289,d027,v095,h01,2024-12-24 20:17:00,2024-12-24 18:09:00.000000,ontime,13.45,3,0,4.34,9.29,1,0.0,0.0,0.0
o00234,c0145,parcel,2025-02-19 10:03:00,6,south,riverside,low,42.01,web,0,dl00751,d136,v073,h01,2025-02-19 12:33:00,2025-02-19 17:19:04.396738,ontime,13.68,0,0,5.0,8.76,1,0.0,0.0,0.0
o00235,c0502,retail,2025-12-22 10:42:00,2,ctr,central,medium,27.53,phone,0,dl00357,d134,v030,h08,2025-12-22 12:39:00,2025-12-23 01:10:03.126008,delayed,14.75,1,0,3.27,7.91,1,0.0,0.0,0.0
o00236,c0429,business,2024-11-26 15:32:00,2,east,south,medium,118.24,app,0,dl00060,d005,v026,h02,2024-11-26 16:01:00,nan,delayed,13.92,1,1,2.35,9.48,1,0.0,0.0,0.0
o00238,c0141,parcel,2024-08-28 11:09:00,4,south,west,critical,192.22,phone,1,dl00344,d164,v081,h02,2024-08-28 12:22:00,2024-08-28 15:44:24.161498,ontime,11.63,0,0,5.0,11.55,1,0.0,0.0,0.0
o00239,c0399,parcel,2024-05-18 06:00:00,4,ctr,central,low,31.43,app,0,dl00913,d096,v081,h04,2024-05-18 06:34:00,2024-05-18 12:24:14.005035,ontime,12.6,1,0,3.49,15.18,1,0.0,0.0,0.0
o00241,c0117,parcel,2025-04-01 12:36:00,2,west,north,low,99.3,app,1,dl00089,d010,v112,h03,2025-04-01 15:27:00,2025-04-01 20:28:34.310529,failed,8.27,0,0,2.56,6.94,1,0.0,0.0,0.0
o00242,c0587,retail,2024-11-05 05:37:00,1,ctr,west,high,42.77,app,0,dl00391,d119,v060,h06,2024-11-05 05:50:00,2024-11-05 08:19:49.718245,ontime,20.65,0,0,3.63,15.9,1,0.0,0.0,0.0
o00243,c0153,passenger,2024-03-08 04:19:00,6,south,west,low,64.73,phone,0,dl00611,d117,v020,h05,2024-03-08 05:50:00,2024-03-08 09:35:20.717227,ontime,12.23,1,0,3.99,12.18,1,0.0,0.0,0.0
o00244,c0519,passenger,2024-11-11 08:46:00,1,north,riverside,medium,225.95,api,0,dl00568,d167,v082,h04,2024-11-11 09:39:00,nan,ontime,11.52,0,0,5.0,9.33,1,0.0,0.0,0.0
o00245,c0096,parcel,2025-08-08 17:42:00,4,south,south,low,21.06,app,1,dl00634,d077,v032,h02,2025-08-08 19:33:00,2025-08-09 05:46:51.012604,delayed,11.96,1,0,2.3,9.41,1,0.0,0.0,0.0
o00246,c0023,parcel,2024-12-14 02:58:00,4,east,riverside,medium,68.11,web,0,dl00330,d049,v026,h04,2024-12-14 03:40:00,2024-12-14 21:45:40.052829,failed,15.83,1,0,2.59,16.95,1,0.0,0.0,0.0
o00247,c0613,parcel,2024-07-13 18:59:00,4,east,south,high,124.3,app,0,dl00737,d146,v015,h01,2024-07-13 21:14:00,2024-07-13 23:35:31.680653,ontime,15.68,1,0,4.03,10.54,1,0.0,0.0,0.0
o00248,c0153,passenger,2024-03-22 18:11:00,4,south,airport,medium,16.18,phone,0,dl00453,d130,v007,h06,2024-03-22 18:52:00,2024-03-22 23:50:03.774317,ontime,11.9,1,0,4.04,8.88,1,0.0,0.0,0.0
o00249,c0566,business,2024-11-07 18:22:00,2,central,west,critical,218.68,app,0,dl00410,d042,v004,h05,2024-11-07 21:14:00,2024-11-08 03:32:06.075323,delayed,5.13,3,0,4.44,9.64,1,1.0,18.0,47.09
o00250,c0300,passenger,2025-04-24 11:49:00,24,central,north,medium,9.42,app,0,dl00021,d117,v081,h08,2025-04-24 14:20:00,2025-04-25 11:20:52.916514,ontime,9.77,4,0,4.07,6.43,1,0.0,0.0,0.0
o00252,c0232,parcel,2024-03-10 15:20:00,1,east,north,low,66.88,phone,0,dl00733,d009,v114,h03,2024-03-10 16:48:00,2024-03-10 18:13:36.725392,ontime,21.06,0,0,3.48,18.64,1,0.0,0.0,0.0
o00253,c0543,retail,2024-06-28 08:57:00,4,ctr,west,high,144.86,web,0,dl00265,d119,v054,h03,2024-06-28 11:02:00,2024-06-28 13:40:12.117454,ontime,14.43,0,0,4.54,15.01,1,0.0,0.0,0.0
o00257,c0128,passenger,2024-08-11 01:25:00,6,south,north,critical,87.95,phone,1,dl00771,d003,v116,h01,2024-08-11 03:42:00,2024-08-11 07:16:26.127371,ontime,11.52,2,0,4.78,14.84,1,0.0,0.0,0.0
o00259,c0122,retail,2025-09-09 09:55:00,24,south,east,high,172.55,app,1,dl00610,d055,v050,h05,2025-09-09 11:34:00,2025-09-10 11:09:42.800177,ontime,20.47,2,0,5.0,11.93,1,1.0,4.0,20.4
o00262,c0265,passenger,2024-02-28 04:38:00,6,central,central,high,151.47,phone,1,dl00710,d116,v119,h06,2024-02-28 06:22:00,2024-02-28 07:32:37.271724,ontime,1.39,2,0,4.12,12.47,1,0.0,0.0,0.0
o00263,c0031,parcel,2024-02-19 02:04:00,2,west,central,low,63.35,app,0,dl00047,d045,v091,h06,2024-02-19 04:07:00,2024-02-19 03:46:04.685358,ontime,16.33,0,0,5.0,10.25,1,1.0,12.0,46.65
o00264,c0633,business,2025-08-12 10:46:00,6,east,airport,medium,113.96,app,1,dl00682,d039,v004,h08,2025-08-12 12:49:00,2025-08-12 18:08:01.672514,ontime,11.86,0,0,5.0,14.2,1,0.0,0.0,0.0
o00265,c0244,parcel,2024-05-19 00:12:00,4,riverside,south,medium,20.51,app,0,dl00794,d052,v079,h04,2024-05-19 02:54:00,2024-05-19 08:03:52.670590,delayed,12.37,1,0,1.76,17.61,1,0.0,0.0,0.0
o00266,c0345,business,2024-10-04 17:41:00,2,ctr,north,high,41.27,app,1,dl00259,d120,v096,h06,2024-10-04 19:45:00,2024-10-05 01:21:38.291899,delayed,16.86,1,0,1.0,19.95,1,0.0,0.0,0.0
o00267,c0256,parcel,2024-01-16 20:20:00,6,airport,north,low,98.71,app,0,dl00594,d045,v064,h05,2024-01-16 23:13:00,2024-01-17 04:42:18.432187,ontime,32.25,0,0,4.02,20.99,1,1.0,1.0,8.85
o00268,c0475,medical,2024-01-29 06:20:00,4,west,west,medium,71.4,app,1,dl00665,d124,v100,h03,2024-01-29 08:37:00,2024-01-29 12:14:11.321423,delayed,20.03,3,1,2.49,15.01,1,1.0,7.0,18.405
o00269,c0175,passenger,2024-11-30 23:01:00,6,north,riverside,medium,19.29,app,0,dl00103,d004,v036,h04,2024-12-01 01:20:00,2024-12-01 21:58:15.862002,failed,6.26,2,0,2.24,9.31,1,0.0,0.0,0.0
o00270,c0561,business,2025-10-26 15:25:00,4,west,central,medium,140.61,app,1,dl00914,d157,v006,h05,2025-10-26 17:01:00,2025-10-26 17:58:50.299137,ontime,10.96,0,0,4.41,15.03,1,2.0,10.5,17.425
o00271,c0381,passenger,2025-09-16 21:51:00,4,west,ctr,critical,192.54,app,0,dl00463,d102,v023,h07,2025-09-17 00:16:00,2025-09-17 03:09:39.905714,ontime,8.97,0,0,3.56,12.95,1,1.0,2.0,10.53
o00272,c0647,retail,2024-12-11 05:03:00,24,riverside,central,medium,55.63,app,0,dl00633,d127,v047,h05,2024-12-11 06:48:00,2024-12-12 05:20:32.062021,ontime,11.86,2,0,4.06,13.31,1,1.0,9.0,27.67
o00273,c0642,retail,2025-02-28 01:05:00,24,central,west,medium,16.14,app,0,dl00880,d047,v098,h04,2025-02-28 02:41:00,2025-03-01 01:58:54.611942,ontime,7.39,0,0,4.49,9.91,1,0.0,0.0,0.0
o00274,c0086,passenger,2025-10-03 19:21:00,24,north,west,high,90.93,app,1,dl00387,d016,v017,h01,2025-10-03 21:33:00,2025-10-05 15:40:35.899437,failed,11.96,0,0,2.85,11.86,1,0.0,0.0,0.0
o00275,c0473,business,2025-05-21 19:25:00,6,south,east,medium,142.68,app,0,dl00035,d015,v038,h07,2025-05-21 21:35:00,2025-05-22 01:56:14.948650,ontime,22.05,0,0,4.96,14.78,1,0.0,0.0,0.0
o00277,c0329,passenger,2024-01-14 00:59:00,6,west,central,medium,107.13,phone,0,dl00364,d056,v014,h04,2024-01-14 01:45:00,2024-01-14 08:12:31.903105,ontime,23.79,1,0,3.98,11.43,1,0.0,0.0,0.0
o00280,c0206,passenger,2025-09-20 22:46:00,12,east,airport,critical,151.49,app,1,dl00860,d026,v027,h07,2025-09-21 00:35:00,2025-09-21 13:59:07.662772,ontime,10.9,0,0,4.76,14.97,1,0.0,0.0,0.0
o00281,c0437,passenger,2024-12-03 05:05:00,4,airport,north,low,47.49,web,0,dl00318,d054,v041,h03,2024-12-03 07:14:00,2024-12-03 09:03:19.830677,ontime,26.53,3,0,4.48,16.02,1,0.0,0.0,0.0
o00282,c0630,parcel,2024-01-20 04:13:00,6,south,west,medium,207.38,web,0,dl00373,d058,v081,h05,2024-01-20 06:39:00,2024-01-20 23:38:53.202677,delayed,11.36,0,1,4.04,23.6,1,1.0,7.0,18.405
o00283,c0430,business,2024-05-26 16:49:00,6,north,west,medium,177.07,app,0,dl00898,d088,v047,h07,2024-05-26 17:54:00,2024-05-27 03:34:21.672952,delayed,10.44,3,0,3.85,17.21,1,0.0,0.0,0.0
o00284,c0363,passenger,2024-04-02 11:52:00,24,north,airport,high,116.68,phone,0,dl00123,d030,v025,h04,2024-04-02 13:26:00,2024-04-03 09:11:28.202168,ontime,13.45,2,0,4.75,12.86,1,0.0,0.0,0.0
o00285,c0180,business,2025-01-05 13:22:00,4,north,north,high,106.65,app,0,dl00310,d149,v077,h08,2025-01-05 13:48:00,2025-01-05 21:27:35.577931,ontime,9.55,2,0,4.67,12.27,1,1.0,10.0,14.63
